"region","lender","sector","year","total_amount_usd","number_transactions"
"Eastern Africa","IFC","Real Estate",2019,350000,1
"Eastern Africa","IFC","Real Estate",2021,2.5e+07,1
"Eastern Africa","IFC","Real Estate",2022,0,2
"Eastern Africa","IFC","Real Estate",2023,11235955.0561798,1
"Eastern Africa","IFC","Utilities",2013,1906943,1
"Eastern Africa","IFC","Utilities",2014,4265000,2
"Eastern Africa","IFC","Utilities",2015,12500000,1
"Eastern Africa","IFC","Utilities",2016,40497500,6
"Eastern Africa","IFC","Utilities",2017,18187646,8
"Eastern Africa","IFC","Utilities",2018,2911425,2
"Eastern Africa","IFC","Utilities",2019,8870000,2
"Eastern Africa","IFC","Utilities",2020,7874807,3
"Eastern Africa","IFC","Utilities",2021,350000,2
"Eastern Africa","IFC","Utilities",2023,4e+05,3
"Eastern Africa","IFC","Utilities",2024,534230000,3
"Eastern Africa","KFW","Consumer Discretionary",2023,456506651.243493,30
"Eastern Africa","KFW","Consumer Staples",2023,603541006.362059,37
"Eastern Africa","KFW","Energy",2023,10989010.989011,1
"Eastern Africa","KFW","Financials",2023,199413244.650087,14
"Eastern Africa","KFW","Financials",2024,16965217.3913043,1
"Eastern Africa","KFW","Health Care",2023,204780219.78022,14
"Eastern Africa","KFW","Health Care",2024,17391304.3478261,1
"Eastern Africa","KFW","Industrials",2023,1079002454.29628,62
"Eastern Africa","KFW","Industrials",2024,32608695.6521739,2
"Eastern Africa","KFW","Information Technology",2023,24736263.7362637,2
"Eastern Africa","KFW","Public",2023,308912792.013479,20
"Eastern Africa","KFW","Public",2024,40053763.4408602,2
"Eastern Africa","KFW","Utilities",2023,1120069230.76923,57
"Eastern Africa","KFW","Utilities",2024,41086956.5217391,3
"Eastern Africa","MIGA","Communication Services",2011,9100000,1
"Eastern Africa","MIGA","Communication Services",2012,12400000,1
"Eastern Africa","MIGA","Communication Services",2023,1e+09,1
"Eastern Africa","MIGA","Consumer Discretionary",2021,20600000,1
"Eastern Africa","MIGA","Consumer Discretionary",2022,74500000,2
"Eastern Africa","MIGA","Consumer Staples",2010,13200000,3
"Eastern Africa","MIGA","Consumer Staples",2011,2e+07,2
"Eastern Africa","MIGA","Consumer Staples",2012,12400000,2
"Eastern Africa","MIGA","Consumer Staples",2013,57600000,3
"Eastern Africa","MIGA","Consumer Staples",2014,52700000,2
"Eastern Africa","MIGA","Consumer Staples",2015,16200000,1
"Eastern Africa","MIGA","Consumer Staples",2016,11300000,4
"Eastern Africa","MIGA","Consumer Staples",2017,5475000,1
"Eastern Africa","MIGA","Consumer Staples",2021,34100000,1
"Eastern Africa","MIGA","Financials",2011,2e+06,1
"Eastern Africa","MIGA","Financials",2014,1800000,1
"Eastern Africa","MIGA","Financials",2015,3.6e+07,1
"Eastern Africa","MIGA","Financials",2019,412330000,6
"Eastern Africa","MIGA","Financials",2024,414070000,6
"Eastern Africa","MIGA","Health Care",2011,7e+05,1
"Eastern Africa","MIGA","Industrials",2011,13500000,1
"Eastern Africa","MIGA","Industrials",2012,5900000,1
"Eastern Africa","MIGA","Industrials",2014,8500000,1
"Eastern Africa","MIGA","Industrials",2016,8.5e+07,1
"Eastern Africa","MIGA","Industrials",2017,24300000,1
"Eastern Africa","MIGA","Industrials",2018,1.5e+08,1
"Eastern Africa","MIGA","Industrials",2020,211630000,1
"Eastern Africa","MIGA","Industrials",2021,145800000,1
"Eastern Africa","MIGA","Industrials",2022,63680000,2
"Eastern Africa","MIGA","Information Technology",2013,2900000,1
"Eastern Africa","MIGA","Materials",2011,4e+06,1
"Eastern Africa","MIGA","Utilities",2011,200800000,2
"Eastern Africa","MIGA","Utilities",2012,175100000,2
"Eastern Africa","MIGA","Utilities",2014,143300000,2
"Eastern Africa","MIGA","Utilities",2015,9970000,1
"Eastern Africa","MIGA","Utilities",2016,171100000,2
"Eastern Africa","MIGA","Utilities",2018,276734545.454545,2
"Eastern Africa","MIGA","Utilities",2019,91880000,2
"Eastern Africa","MIGA","Utilities",2021,437600000,2
"Eastern Africa","MIGA","Utilities",2022,29670000,2
"Eastern Africa","MIGA","Utilities",2023,30800000,2
"Eastern Africa","OFID","Communication Services",2010,2e+07,1
"Eastern Africa","OFID","Consumer Discretionary",2011,110000,2
"Eastern Africa","OFID","Consumer Discretionary",2012,13510000,3
"Eastern Africa","OFID","Consumer Discretionary",2013,17250000,4
"Eastern Africa","OFID","Consumer Discretionary",2014,50000,1
"Eastern Africa","OFID","Consumer Discretionary",2015,34600000,3
"Eastern Africa","OFID","Consumer Discretionary",2016,110000,2
"Eastern Africa","OFID","Consumer Discretionary",2017,4770000,6
"Eastern Africa","OFID","Consumer Discretionary",2018,220000,4
"Eastern Africa","OFID","Consumer Discretionary",2019,110000,2
"Eastern Africa","OFID","Consumer Staples",2010,30000,1
"Eastern Africa","OFID","Consumer Staples",2011,25550000,3
"Eastern Africa","OFID","Consumer Staples",2012,1e+07,1
"Eastern Africa","OFID","Consumer Staples",2013,5850000,4
"Eastern Africa","OFID","Consumer Staples",2014,7500000,2
"Eastern Africa","OFID","Consumer Staples",2015,0,1
"Eastern Africa","OFID","Consumer Staples",2016,6e+06,2
"Eastern Africa","OFID","Consumer Staples",2017,47300000,5
"Eastern Africa","OFID","Consumer Staples",2018,2.7e+07,2
"Eastern Africa","OFID","Consumer Staples",2019,5e+07,2
"Eastern Africa","OFID","Consumer Staples",2020,2e+07,1
"Eastern Africa","OFID","Consumer Staples",2022,1.5e+07,1
"Eastern Africa","OFID","Consumer Staples",2023,3.5e+07,2
"Eastern Africa","OFID","Consumer Staples",2024,73030000,3
"Eastern Africa","OFID","Energy",2022,3e+07,1
"Eastern Africa","OFID","Financials",2013,2e+07,2
"Eastern Africa","OFID","Financials",2014,1e+07,1
"Eastern Africa","OFID","Financials",2016,2.3e+07,2
"Eastern Africa","OFID","Financials",2018,2e+07,1
"Eastern Africa","OFID","Financials",2019,2.5e+07,1
"Eastern Africa","OFID","Financials",2020,2e+07,1
"Eastern Africa","OFID","Financials",2023,2.5e+07,1
"Eastern Africa","OFID","Financials",2024,3030000,1
"Eastern Africa","OFID","Health Care",2012,8e+06,1
"Eastern Africa","OFID","Health Care",2013,2e+07,2
"Eastern Africa","OFID","Health Care",2014,13150000,1
"Eastern Africa","OFID","Health Care",2016,12800000,2
"Eastern Africa","OFID","Health Care",2018,6e+05,1
"Eastern Africa","OFID","Health Care",2021,2e+07,1
"Eastern Africa","OFID","Industrials",2010,3.2e+07,3
"Eastern Africa","OFID","Industrials",2011,2.3e+07,3
"Eastern Africa","OFID","Industrials",2012,1.5e+07,1
"Eastern Africa","OFID","Industrials",2013,5.9e+07,6
"Eastern Africa","OFID","Industrials",2014,2.7e+07,2
"Eastern Africa","OFID","Industrials",2015,6.9e+07,5
"Eastern Africa","OFID","Industrials",2016,75140000,5
"Eastern Africa","OFID","Industrials",2017,5.9e+07,3
"Eastern Africa","OFID","Industrials",2018,78500000,4
"Eastern Africa","OFID","Industrials",2019,36500000,3
"Eastern Africa","OFID","Industrials",2021,58350000,3
"Eastern Africa","OFID","Industrials",2022,7e+07,3
"Eastern Africa","OFID","Industrials",2023,71300000,3
"Eastern Africa","OFID","Industrials",2024,36390000,1
"Eastern Africa","OFID","Materials",2013,1.2e+07,1
"Eastern Africa","OFID","Public",2011,350000,1
"Eastern Africa","OFID","Public",2012,21250000,3
"Eastern Africa","OFID","Public",2013,16350000,1
"Eastern Africa","OFID","Public",2014,31220000,2
"Eastern Africa","OFID","Public",2016,7600000,1
"Eastern Africa","OFID","Public",2024,36390000,1
"Eastern Africa","OFID","Utilities",2010,5.7e+07,4
"Eastern Africa","OFID","Utilities",2011,52350000,7
"Eastern Africa","OFID","Utilities",2012,36290000,6
"Eastern Africa","OFID","Utilities",2013,21610000,7
"Eastern Africa","OFID","Utilities",2014,60300000,6
"Eastern Africa","OFID","Utilities",2015,60350000,5
"Eastern Africa","OFID","Utilities",2016,20400000,2
"Eastern Africa","OFID","Utilities",2017,2.1e+07,2
"Eastern Africa","OFID","Utilities",2018,27500000,3
"Eastern Africa","OFID","Utilities",2019,5.6e+07,2
"Eastern Africa","OFID","Utilities",2020,8.5e+07,3
"Eastern Africa","OFID","Utilities",2021,1.5e+07,1
"Eastern Africa","OFID","Utilities",2022,66640000,5
"Eastern Africa","OFID","Utilities",2023,21200000,1
"Eastern Africa","Proparco","Communication Services",2014,19998000,1
"Eastern Africa","Proparco","Communication Services",2021,512195.12195122,1
"Eastern Africa","Proparco","Consumer Discretionary",2015,20165116.2790698,2
"Eastern Africa","Proparco","Consumer Discretionary",2016,7998640,1
"Eastern Africa","Proparco","Consumer Discretionary",2021,496638.202247191,1
"Eastern Africa","Proparco","Consumer Discretionary",2023,10833446.2365591,1
"Eastern Africa","Proparco","Consumer Staples",2012,22066032.9113924,1
"Eastern Africa","Proparco","Consumer Staples",2015,14975978.2608696,1
"Eastern Africa","Proparco","Consumer Staples",2018,6953895.34883721,2
"Eastern Africa","Proparco","Consumer Staples",2020,28537171.3308913,2
"Eastern Africa","Proparco","Consumer Staples",2021,12195121.9512195,1
"Eastern Africa","Proparco","Consumer Staples",2022,32526315.7894737,1
"Eastern Africa","Proparco","Financials",2014,50977582.4359864,3
"Eastern Africa","Proparco","Financials",2015,42851975.12213,2
"Eastern Africa","Proparco","Financials",2016,25517403.7453184,2
"Eastern Africa","Proparco","Financials",2017,14947534.1176471,2
"Eastern Africa","Proparco","Financials",2018,115546015.444596,3
"Eastern Africa","Proparco","Financials",2019,35061500.8610254,4
"Eastern Africa","Proparco","Financials",2020,174267268.091139,7
"Eastern Africa","Proparco","Financials",2021,69789225.1568408,10
"Eastern Africa","Proparco","Financials",2022,20859239982.3987,14
"Eastern Africa","Proparco","Financials",2023,126106903.26087,2
"Eastern Africa","Proparco","Health Care",2022,543478.260869565,2
"Eastern Africa","Proparco","Health Care",2023,13978494.6236559,1
"Eastern Africa","Proparco","Industrials",2014,11889004.1666667,1
"Eastern Africa","Proparco","Industrials",2017,27777777.7777778,1
"Eastern Africa","Proparco","Industrials",2023,543478.260869565,1
"Eastern Africa","Proparco","Information Technology",2019,477454.022988506,1
"Eastern Africa","Proparco","Materials",2018,14901204.6511628,1
"Eastern Africa","Proparco","Real Estate",2012,10763544.3037975,1
"Eastern Africa","Proparco","Real Estate",2017,11882482.2222222,1
"Eastern Africa","Proparco","Real Estate",2023,36143397.752809,2
"Eastern Africa","Proparco","Utilities",2014,69444444.4444444,1
"Eastern Africa","Proparco","Utilities",2017,90084648.3601198,4
"Eastern Africa","Proparco","Utilities",2018,57790265.5416903,2
"Eastern Africa","Proparco","Utilities",2019,20154076.9230769,1
"Eastern Africa","Proparco","Utilities",2021,10853658.5365854,1
"Eastern Africa","Proparco","Utilities",2022,9627682.4742268,1
"Eastern Africa","Proparco","Utilities",2023,10730040.5398949,2
"Eastern Africa","USEXIM","Energy",2019,5004700000,2
"Eastern Africa","USEXIM","Industrials",2022,2.81e+08,1
"Middle Africa","AFDB","Communication Services",2015,41695727.5972222,1
"Middle Africa","AFDB","Communication Services",2017,908598.214285714,2
"Middle Africa","AFDB","Communication Services",2022,616438.356164384,1
"Middle Africa","AFDB","Consumer Discretionary",2014,613043.076923077,1
"Middle Africa","AFDB","Consumer Discretionary",2016,1388888.88888889,1
"Middle Africa","AFDB","Consumer Discretionary",2020,11428571.4285714,1
"Middle Africa","AFDB","Consumer Discretionary",2021,1239617.14285714,1
"Middle Africa","AFDB","Consumer Staples",2010,7812500,1
"Middle Africa","AFDB","Consumer Staples",2011,100352813.05514,7
"Middle Africa","AFDB","Consumer Staples",2012,9440493.84079254,3
"Middle Africa","AFDB","Consumer Staples",2013,54327498.1148106,2
"Middle Africa","AFDB","Consumer Staples",2014,1424009.83143813,2
"Middle Africa","AFDB","Consumer Staples",2015,8450704.22535211,2
"Middle Africa","AFDB","Consumer Staples",2016,58408378.1933342,5
"Middle Africa","AFDB","Consumer Staples",2017,4295944.85459227,6
"Middle Africa","AFDB","Consumer Staples",2018,0,3
"Middle Africa","AFDB","Consumer Staples",2019,993093.328767123,5
"Middle Africa","AFDB","Consumer Staples",2021,48026518.7908903,2
"Middle Africa","AFDB","Consumer Staples",2022,91479613.3648649,4
"Middle Africa","AFDB","Consumer Staples",2023,260825810.822342,5
"Middle Africa","AFDB","Energy",2012,2076970.76923077,1
"Middle Africa","AFDB","Financials",2010,791625.396825397,1
"Middle Africa","AFDB","Financials",2013,34040,1
"Middle Africa","AFDB","Financials",2015,126377009.15493,1
"Middle Africa","AFDB","Financials",2016,121711383.77027,1
"Middle Africa","AFDB","Financials",2017,0,1
"Middle Africa","AFDB","Financials",2018,78754924.692029,3
"Middle Africa","AFDB","Financials",2019,299275380.58086,2
"Middle Africa","AFDB","Financials",2020,328646252.04071,8
"Middle Africa","AFDB","Financials",2021,24225352.1126761,2
"Middle Africa","AFDB","Financials",2022,12496443.8122333,2
"Middle Africa","AFDB","Financials",2023,657248.648648649,1
"Middle Africa","AFDB","Financials",2024,15119215.0133333,1
"Middle Africa","AFDB","Health Care",2012,947699.046153846,1
"Middle Africa","AFDB","Health Care",2014,1030181.53731343,1
"Middle Africa","AFDB","Health Care",2017,986601.944444444,1
"Middle Africa","AFDB","Health Care",2020,109881182.90411,2
"Middle Africa","AFDB","Industrials",2010,138086682.22308,3
"Middle Africa","AFDB","Industrials",2011,42527522.1850085,11
"Middle Africa","AFDB","Industrials",2012,146563030.944289,4
"Middle Africa","AFDB","Industrials",2013,90728701.3053613,4
"Middle Africa","AFDB","Industrials",2014,137883665.840873,8
"Middle Africa","AFDB","Industrials",2015,0,4
"Middle Africa","AFDB","Industrials",2016,3723481.23268377,3
"Middle Africa","AFDB","Industrials",2017,1215148.12162162,3
"Middle Africa","AFDB","Industrials",2018,47052648.75,5
"Middle Africa","AFDB","Industrials",2019,382577240.218607,8
"Middle Africa","AFDB","Industrials",2020,13293915.6193101,3
"Middle Africa","AFDB","Industrials",2021,448446899,6
"Middle Africa","AFDB","Industrials",2022,42467242.9726027,1
"Middle Africa","AFDB","Industrials",2023,438762274.675633,6
"Middle Africa","AFDB","Information Technology",2016,0,1
"Middle Africa","AFDB","Information Technology",2021,1047720.52112676,1
"Middle Africa","AFDB","Materials",2011,486725.15625,2
"Middle Africa","AFDB","Materials",2014,3032720.22058824,1
"Middle Africa","AFDB","Materials",2016,1665277.77777778,1
"Middle Africa","AFDB","Public",2010,15173978.84375,2
"Middle Africa","AFDB","Public",2011,48243073.5043498,7
"Middle Africa","AFDB","Public",2012,63578834.4885781,7
"Middle Africa","AFDB","Public",2013,44990509.9370629,7
"Middle Africa","AFDB","Public",2014,54060836.2185993,4
"Middle Africa","AFDB","Public",2015,23955207.8293763,3
"Middle Africa","AFDB","Public",2016,2276661.81690141,2
"Middle Africa","AFDB","Public",2017,16594594.5945946,2
"Middle Africa","AFDB","Public",2018,724441.972222222,4
"Middle Africa","AFDB","Public",2019,166860376.39726,2
"Middle Africa","AFDB","Public",2020,684931.506849315,2
"Middle Africa","AFDB","Public",2021,28338028.1690141,2
"Middle Africa","AFDB","Public",2023,13468234.6666667,1
"Middle Africa","AFDB","Utilities",2010,231236883.619907,4
"Middle Africa","AFDB","Utilities",2011,106151153.936508,2
"Middle Africa","AFDB","Utilities",2012,53839158.7480186,3
"Middle Africa","AFDB","Utilities",2013,260536325.418144,8
"Middle Africa","AFDB","Utilities",2014,1142130747.70769,1
"Middle Africa","AFDB","Utilities",2015,0,2
"Middle Africa","AFDB","Utilities",2016,131347559.343738,3
"Middle Africa","AFDB","Utilities",2017,151541676.126157,4
"Middle Africa","AFDB","Utilities",2018,148896077.60759,5
"Middle Africa","AFDB","Utilities",2019,523229560.574962,4
"Middle Africa","AFDB","Utilities",2020,17084942.0849421,2
"Middle Africa","AFDB","Utilities",2021,182387930.763783,5
"Middle Africa","AFDB","Utilities",2022,20322779.342723,2
"Middle Africa","AFDB","Utilities",2023,162628272,2
"Middle Africa","DFC","Financials",2022,5e+06,1
"Middle Africa","DFC","Health Care",2017,2e+06,1
"Middle Africa","DFC","Industrials",2019,5771250,1
"Middle Africa","DFC","Industrials",2021,2e+06,1
"Middle Africa","DFC","Industrials",2022,2e+06,1
"Middle Africa","DFC","Industrials",2023,7.25e+08,1
"Middle Africa","DFC","Public",2023,7.25e+08,1
"Middle Africa","DFC","Utilities",2019,1e+07,1
"Middle Africa","DFC","Utilities",2020,6e+06,1
"Middle Africa","DFC","Utilities",2023,1e+07,1
"Middle Africa","EIB","Communication Services",2015,21739130.4347826,1
"Middle Africa","EIB","Energy",2011,44029850.7462687,1
"Middle Africa","EIB","Financials",2010,25708635.464733,4
"Middle Africa","EIB","Financials",2020,17647058.8235294,1
"Middle Africa","EIB","Industrials",2019,13736263.7362637,1
"Middle Africa","EIB","Industrials",2020,195274725.274725,3
"Middle Africa","EIB","Industrials",2021,204086046.511628,2
"Middle Africa","EIB","Information Technology",2022,36300000,2
"Middle Africa","EIB","Utilities",2011,88235294.117647,2
"Middle Africa","EIB","Utilities",2016,13483146.0674157,1
"Middle Africa","EIB","Utilities",2017,178621462.594564,2
"Middle Africa","EIB","Utilities",2020,17142857.1428571,1
"Middle Africa","EIB","Utilities",2022,15384615.3846154,2
"Middle Africa","FMO","Consumer Staples",2015,16500000,1
"Middle Africa","FMO","Consumer Staples",2023,10638297.8723404,1
"Middle Africa","FMO","Consumer Staples",2024,32608.6956521739,1
"Middle Africa","FMO","Financials",2019,1e+07,2
"Middle Africa","FMO","Utilities",2014,1e+06,1
"Middle Africa","FMO","Utilities",2018,37037037.037037,1
"Middle Africa","FMO","Utilities",2020,588235.294117647,1
"Middle Africa","FMO","Utilities",2021,3048780.48780488,1
"Middle Africa","IBRD","Communication Services",2012,5.8e+07,1
"Middle Africa","IBRD","Communication Services",2019,1840179.46,1
"Middle Africa","IBRD","Communication Services",2021,1257711.09,2
"Middle Africa","IBRD","Consumer Discretionary",2021,2.5e+08,1
"Middle Africa","IBRD","Consumer Discretionary",2023,6.5e+07,1
"Middle Africa","IBRD","Consumer Staples",2022,3e+08,1
"Middle Africa","IBRD","Consumer Staples",2024,26956788.81,1
"Middle Africa","IBRD","Energy",2021,2.5e+08,1
"Middle Africa","IBRD","Health Care",2016,5.6e+07,1
"Middle Africa","IBRD","Health Care",2018,1.1e+08,1
"Middle Africa","IBRD","Health Care",2020,2.1e+07,1
"Middle Africa","IBRD","Health Care",2021,1.62e+08,2
"Middle Africa","IBRD","Industrials",2010,0,1
"Middle Africa","IBRD","Industrials",2015,6.5e+08,2
"Middle Africa","IBRD","Industrials",2016,4.24e+08,4
"Middle Africa","IBRD","Industrials",2017,3.2e+08,3
"Middle Africa","IBRD","Industrials",2018,5e+07,2
"Middle Africa","IBRD","Industrials",2019,39153130.37,1
"Middle Africa","IBRD","Industrials",2022,262300000,2
"Middle Africa","IBRD","Industrials",2023,503643829.84,5
"Middle Africa","IBRD","Information Technology",2016,2.3e+07,1
"Middle Africa","IBRD","Information Technology",2021,68500000,1
"Middle Africa","IBRD","Information Technology",2022,1e+08,1
"Middle Africa","IBRD","Public",2010,0,1
"Middle Africa","IBRD","Public",2014,1.8e+07,1
"Middle Africa","IBRD","Public",2019,2.1e+08,2
"Middle Africa","IBRD","Public",2020,11876.04,1
"Middle Africa","IBRD","Public",2022,2.5e+08,1
"Middle Africa","IBRD","Public",2023,240607.68,1
"Middle Africa","IBRD","Utilities",2015,6e+07,1
"Middle Africa","IBRD","Utilities",2016,3.25e+08,1
"Middle Africa","IBRD","Utilities",2017,2e+08,1
"Middle Africa","IBRD","Utilities",2018,4.5e+08,2
"Middle Africa","IBRD","Utilities",2019,5e+08,1
"Middle Africa","IBRD","Utilities",2022,8e+08,2
"Middle Africa","IDA","Communication Services",2011,29900000,2
"Middle Africa","IDA","Communication Services",2012,0,1
"Middle Africa","IDA","Communication Services",2015,793.74,1
"Middle Africa","IDA","Communication Services",2020,32912.39,1
"Middle Africa","IDA","Communication Services",2022,21029738.31,2
"Middle Africa","IDA","Consumer Discretionary",2010,685899.55,2
"Middle Africa","IDA","Consumer Discretionary",2012,2676472.84,1
"Middle Africa","IDA","Consumer Discretionary",2013,98774453.59,7
"Middle Africa","IDA","Consumer Discretionary",2014,3929058.8,2
"Middle Africa","IDA","Consumer Discretionary",2015,200140741.59,2
"Middle Africa","IDA","Consumer Discretionary",2016,3e+07,2
"Middle Africa","IDA","Consumer Discretionary",2017,5e+07,1
"Middle Africa","IDA","Consumer Discretionary",2018,155105450.25,3
"Middle Africa","IDA","Consumer Discretionary",2019,5e+07,1
"Middle Africa","IDA","Consumer Discretionary",2020,200018481.39,5
"Middle Africa","IDA","Consumer Discretionary",2021,27000000.57,3
"Middle Africa","IDA","Consumer Discretionary",2022,156944913.55,3
"Middle Africa","IDA","Consumer Discretionary",2023,401302642.93,4
"Middle Africa","IDA","Consumer Staples",2010,124235953.51,4
"Middle Africa","IDA","Consumer Staples",2011,23800000,1
"Middle Africa","IDA","Consumer Staples",2012,2.5e+07,1
"Middle Africa","IDA","Consumer Staples",2013,8453060,1
"Middle Africa","IDA","Consumer Staples",2014,177726280.09,8
"Middle Africa","IDA","Consumer Staples",2015,-1368715.59,4
"Middle Africa","IDA","Consumer Staples",2016,250075869.28,4
"Middle Africa","IDA","Consumer Staples",2017,234009229.16,9
"Middle Africa","IDA","Consumer Staples",2018,43576196.93,2
"Middle Africa","IDA","Consumer Staples",2019,4.92e+08,1
"Middle Africa","IDA","Consumer Staples",2020,120955.25,1
"Middle Africa","IDA","Consumer Staples",2021,720001255,4
"Middle Africa","IDA","Consumer Staples",2022,210000955.45,5
"Middle Africa","IDA","Consumer Staples",2023,55724474.95,4
"Middle Africa","IDA","Energy",2011,8.2e+07,1
"Middle Africa","IDA","Energy",2017,2752910.81,1
"Middle Africa","IDA","Energy",2018,5398361.06,2
"Middle Africa","IDA","Energy",2019,5165285.98,2
"Middle Africa","IDA","Energy",2020,5258006.91,2
"Middle Africa","IDA","Energy",2021,5475961.3,2
"Middle Africa","IDA","Energy",2022,299833347.18,3
"Middle Africa","IDA","Energy",2023,15004786.04,2
"Middle Africa","IDA","Energy",2024,5999999.99,1
"Middle Africa","IDA","Financials",2014,3e+07,1
"Middle Africa","IDA","Financials",2015,1e+07,1
"Middle Africa","IDA","Financials",2018,2.78e+08,6
"Middle Africa","IDA","Financials",2020,1e+08,1
"Middle Africa","IDA","Financials",2021,300714925.76,4
"Middle Africa","IDA","Financials",2022,6.18e+08,5
"Middle Africa","IDA","Financials",2023,16435725.25,4
"Middle Africa","IDA","Health Care",2010,170800000,3
"Middle Africa","IDA","Health Care",2011,30397226,2
"Middle Africa","IDA","Health Care",2012,96683125.34,5
"Middle Africa","IDA","Health Care",2013,14753435.36,7
"Middle Africa","IDA","Health Care",2014,515067392.08,11
"Middle Africa","IDA","Health Care",2015,12156461.02,3
"Middle Africa","IDA","Health Care",2016,1.36e+08,2
"Middle Africa","IDA","Health Care",2017,120037902.73,2
"Middle Africa","IDA","Health Care",2018,7.9e+07,3
"Middle Africa","IDA","Health Care",2019,221270660.09,4
"Middle Africa","IDA","Health Care",2020,420325164.7,15
"Middle Africa","IDA","Health Care",2021,424877342.57,12
"Middle Africa","IDA","Health Care",2022,373821104,6
"Middle Africa","IDA","Health Care",2023,21134712.89,2
"Middle Africa","IDA","Health Care",2024,2.5e+08,1
"Middle Africa","IDA","Industrials",2010,287768264.13,4
"Middle Africa","IDA","Industrials",2012,16171718.86,1
"Middle Africa","IDA","Industrials",2013,400044729.62,5
"Middle Africa","IDA","Industrials",2014,85800000,2
"Middle Africa","IDA","Industrials",2015,123381103.74,5
"Middle Africa","IDA","Industrials",2016,1.25e+08,2
"Middle Africa","IDA","Industrials",2017,100936672.39,6
"Middle Africa","IDA","Industrials",2018,115354738.23,6
"Middle Africa","IDA","Industrials",2019,62885561.56,3
"Middle Africa","IDA","Industrials",2020,242984595.26,9
"Middle Africa","IDA","Industrials",2021,654259230.7,9
"Middle Africa","IDA","Industrials",2022,771103191.03,11
"Middle Africa","IDA","Industrials",2023,956553319.67,6
"Middle Africa","IDA","Industrials",2024,174167214.72,3
"Middle Africa","IDA","Information Technology",2014,92100000,1
"Middle Africa","IDA","Information Technology",2015,4.5e+07,1
"Middle Africa","IDA","Information Technology",2017,5e+06,1
"Middle Africa","IDA","Information Technology",2020,36378820.26,1
"Middle Africa","IDA","Information Technology",2021,1.2e+08,3
"Middle Africa","IDA","Information Technology",2022,5e+08,2
"Middle Africa","IDA","Information Technology",2023,15605503.9,2
"Middle Africa","IDA","Materials",2010,5e+07,1
"Middle Africa","IDA","Materials",2011,3e+07,1
"Middle Africa","IDA","Materials",2017,28116469.12,2
"Middle Africa","IDA","Materials",2018,2e+08,1
"Middle Africa","IDA","Materials",2020,192393853.9,2
"Middle Africa","IDA","Materials",2022,9322802.55,3
"Middle Africa","IDA","Public",2010,185898679.63,8
"Middle Africa","IDA","Public",2011,114870530.92,13
"Middle Africa","IDA","Public",2012,21883383.11,9
"Middle Africa","IDA","Public",2013,200580264.04,10
"Middle Africa","IDA","Public",2014,72353044.44,10
"Middle Africa","IDA","Public",2015,164824657.58,13
"Middle Africa","IDA","Public",2016,85271279.78,7
"Middle Africa","IDA","Public",2017,179053319.86,17
"Middle Africa","IDA","Public",2018,76129486.07,5
"Middle Africa","IDA","Public",2019,366899.4,3
"Middle Africa","IDA","Public",2020,151322412.07,8
"Middle Africa","IDA","Public",2022,66356325.45,7
"Middle Africa","IDA","Public",2024,630011.16,1
"Middle Africa","IDA","Utilities",2010,80200000,4
"Middle Africa","IDA","Utilities",2011,176864103.61,3
"Middle Africa","IDA","Utilities",2012,1.32e+08,1
"Middle Africa","IDA","Utilities",2013,1.23e+08,2
"Middle Africa","IDA","Utilities",2014,104899999.94,4
"Middle Africa","IDA","Utilities",2015,0,1
"Middle Africa","IDA","Utilities",2016,257858421.91,5
"Middle Africa","IDA","Utilities",2017,182705824.85,7
"Middle Africa","IDA","Utilities",2018,172404339.39,4
"Middle Africa","IDA","Utilities",2019,1.65e+08,3
"Middle Africa","IDA","Utilities",2020,220683058.8,10
"Middle Africa","IDA","Utilities",2021,42417437.75,3
"Middle Africa","IDA","Utilities",2022,688359592.23,3
"Middle Africa","IDA","Utilities",2023,468000000.28,3
"Middle Africa","IFC","Consumer Staples",2015,4270000,1
"Middle Africa","IFC","Consumer Staples",2016,844519,1
"Middle Africa","IFC","Consumer Staples",2023,153150000,2
"Middle Africa","IFC","Consumer Staples",2024,1e+07,1
"Middle Africa","IFC","Energy",2022,26740000,1
"Middle Africa","IFC","Financials",2015,7113287,3
"Middle Africa","IFC","Financials",2017,1564610,2
"Middle Africa","IFC","Financials",2018,2646315,2
"Middle Africa","IFC","Financials",2019,51004913,3
"Middle Africa","IFC","Financials",2020,1245000,1
"Middle Africa","IFC","Financials",2021,50750000,2
"Middle Africa","IFC","Financials",2022,69428000,7
"Middle Africa","IFC","Financials",2023,23433819,6
"Middle Africa","IFC","Health Care",2015,1380000,1
"Middle Africa","IFC","Health Care",2022,23500000,1
"Middle Africa","IFC","Health Care",2024,4250000,1
"Middle Africa","IFC","Industrials",2015,72180000,2
"Middle Africa","IFC","Industrials",2020,4562709,2
"Middle Africa","IFC","Industrials",2021,0,1
"Middle Africa","IFC","Industrials",2022,47000,1
"Middle Africa","IFC","Industrials",2023,40752688.172043,2
"Middle Africa","IFC","Materials",2015,40500000,1
"Middle Africa","IFC","Public",2017,6e+05,1
"Middle Africa","IFC","Real Estate",2015,28800000,1
"Middle Africa","IFC","Utilities",2017,1.2e+07,1
"Middle Africa","IFC","Utilities",2019,620760,2
"Middle Africa","IFC","Utilities",2020,8500000,1
"Middle Africa","IFC","Utilities",2021,1e+06,1
